시군명,사업장명,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
화성시,지에스25 화성내리점,20170220,영업,,,,,편의점,"경기도 화성시 정남면 가장로 376, 1층 일부호",경기도 화성시 정남면 내리 19-6 1층일부호,18513,37.1618357475,127.0209006361
화성시,씨유 동탄하우수디,20211222,영업,,,,,편의점,"경기도 화성시 동탄대로1길 66, 1층 104호의 일부호 (장지동, LH동탄호수 하우스디)",경기도 화성시 장지동 917 LH동탄호수 하우스디 단지내상가 1층 104호의 일부 ,18499,37.1626808196,127.0978774064
화성시,세븐일레븐 화성팔탄덕천점,20190715,영업,,,,,편의점,"경기도 화성시 팔탄면 온천로 280-6, 1동 1층 일부",경기도 화성시 팔탄면 덕천리 360-8 ,18577,37.1430939502,126.8719706650
화성시,세븐일레븐 동탄풍경채점,20210902,영업,,,,,편의점,"경기도 화성시 동탄대로4가길 26, 상가동 1층 104호 (장지동, 제일풍경채 에듀&파크)",경기도 화성시 장지동 976 제일풍경채 에듀&파크 1층 상가동동 104호,18507,37.1574235834,127.1107779067
화성시,세븐일레븐 동탄반송점,20211229,영업,,,,,편의점,"경기도 화성시 동탄반송1길 36-1, 1층 일부(101호)호 (반송동)",경기도 화성시 반송동 4-14 1층 일부(101호)호 ,18434,37.2110174564,127.0631232135
화성시,이마트24 동탄치동천점,20200514,영업,,,,,편의점,"경기도 화성시 동탄치동천로4길 6-50, 1층 일부호 (영천동)",경기도 화성시 영천동 763-1 1층일부호 ,18474,37.2030714104,127.1277400443
화성시,씨유화성장안사랑점,2018-07-03,영업,,,,,편의점,"경기도 화성시 장안면 독지골길 60, 1층",경기도 화성시 장안면 어은리 659 ,18584,37.0846044868,126.8281235924
화성시,(주)구브로 화성정남귀래점,20160902,영업,,,,,편의점,"경기도 화성시 정남면 내향로 170, 1층 일부호",경기도 화성시 정남면 귀래리 430-12 1층일부호,18523,37.1379717130,126.9876900378
화성시,GS25팔탄덕우,20170523,영업,,,,,편의점,경기도 화성시 팔탄면 온천로 37 (1층일부),경기도 화성시 팔탄면 덕우리 230-6 1층일부 ,18577,37.1287002155,126.8604941014
화성시,지에스25 동탄금강점,20210831,영업,,,,,편의점,"경기도 화성시 동탄첨단산업1로 27, 금강펜테리움 IX타워 기숙사 1층 M94,M95의 일부호 (영천동)",경기도 화성시 영천동 281 ,18469,37.2110217235,127.0895177988
화성시,씨유 병점캐슬점,20210826,영업,,,,,편의점,"경기도 화성시 병점노을로 31, 근린생활시설-1 1층 12호 일부호 (병점동, 병점역 아이파크 캐슬)",경기도 화성시 병점동 881 병점역 아이파크 캐슬 근린생활시설-1 1층 12호 일부호 ,18367,37.2034860752,127.0289765348
화성시,씨유 봉담왕림로드점,2023-04-11,영업,,,,,편의점,"경기도 화성시 봉담읍 삼천병마로 982, 1층 일부",경기도 화성시 봉담읍 왕림리 294-2 1층 일부 ,18332,37.1954186697,126.9399437884
화성시,씨유 향남벌말공원점,2022-07-07,영업,,,,,편의점,"경기도 화성시 향남읍 행정서로2길 2-29, 1층일부",경기도 화성시 향남읍 행정리 420-1 ,18598,37.1303457093,126.9137533352
화성시,세븐일레븐 동탄서영아너시티점,20211210,영업,,,,,편의점,"경기도 화성시 동탄영천로 101, 서영아너시티 1층 129호의 일부호 (영천동)",경기도 화성시 영천동 510 ,18467,37.2117612818,127.1028577483
화성시,지에스25 동탄에이스점,20220204,영업,,,,,편의점,"경기도 화성시 동탄영천로 108-10, 1층 109호, 110호의 일부호 (영천동, 동탄2 LH2단지)","경기도 화성시 영천동 514-5 동탄2 LH2단지 1층 109호, 110호의 일부호 ",18463,37.2124591977,127.1067085466
화성시,세븐일레븐 화성금복점,20220321,영업,,,,,편의점,"경기도 화성시 정남면 정남동로 420, 1층 일부호",경기도 화성시 정남면 금복리 79-5 1층 일부호 ,18514,37.1568319761,127.0053117646
화성시,세븐일레븐 향남대방점,20220822,영업,,,,,편의점,"경기도 화성시 향남읍 행정중앙2로 85, 향남시범 살구꽃마을 대방노블랜드 상가동 1층 101호",경기도 화성시 향남읍 행정리 485 향남시범 살구꽃마을 대방노블랜드 ,18600,37.1297070061,126.9250612650
화성시,지에스25장안수촌점,20211220,영업,,,,,편의점,"경기도 화성시 장안면 3.1만세로 564, 1층 일부호",경기도 화성시 장안면 수촌리 425-51 1층 일부호 ,18581,37.1025271775,126.8645742833
화성시,세븐일레븐 수원대후문점,20220208,영업,,,,,편의점,"경기도 화성시 효행로414번길 20-7, 1층 일부호 (안녕동)",경기도 화성시 안녕동 188-248 1층일부호,18324,37.2113790740,126.9807476361
화성시,세븐일레븐동탄영천점,20191220,영업,,,,,편의점,"경기도 화성시 동탄순환대로 697, 1층 110일부호 (영천동)",경기도 화성시 영천동 678-4 1층 110호 일부호,18472,37.2068822390,127.1102648470
화성시,씨유 봉담퍼스트점,20220819,영업,,,,,편의점,"경기도 화성시 봉담읍 상리1길 21, 중흥에스클래스 더퍼스트 117동 111~113호 일부",경기도 화성시 봉담읍 상리 696 중흥에스클래스 더퍼스트 ,18308,37.2186784499,126.9445508573
화성시,미니스톱 동탄에이팩시티점,20221013,영업,,,,,편의점,"경기도 화성시 동탄순환대로 823, 에이팩시티 1층 119호의 일부호 (영천동)",경기도 화성시 영천동 652-4 에이팩시티 ,18471,37.2087152359,127.0977234219
화성시,씨유 봉담프리미엄점,20221226,영업,,,,,편의점,"경기도 화성시 봉담읍 동화새터길 98, 스타타워II 1층 105호",경기도 화성시 봉담읍 동화리 597-3 ,18302,37.2173334205,126.9597202116
화성시,씨유발안행운로드점,2018-02-27,영업,,,,,편의점,"경기도 화성시 향남읍 삼천병마로 169, 1동 1층 일부",경기도 화성시 향남읍 평리 172-3 1동 1층 일부 ,18593,37.1286059692,126.9083067206
화성시,씨유동탄역카림점,2023-07-20,영업,,,,,편의점,"경기도 화성시 동탄기흥로 479-12, A동 1층 101호일부호 (오산동, 동탄역 반도유보라 아이비파크6.0)",경기도 화성시 오산동 972 동탄역 반도유보라 아이비파크6.0 ㅁ동 101일부호,18479,37.2041377706,127.0903213820
화성시,씨유 화성목동점,2023-08-29,영업,,,,,편의점,"경기도 화성시 왕배산1길 20-1, 1층 102호 (목동)",경기도 화성시 목동 453-1 ,18490,37.1804076989,127.1241561772
화성시,세븐일레븐 송산그린시티점,2023-08-25,영업,,,,,편의점,"경기도 화성시 꽃내음1길 25, 더원파크뷰 1동 1층 106호일부 (새솔동)",경기도 화성시 새솔동 77-10 ,18244,37.2836838933,126.8180776577
화성시,GS25 송산그린점,20200330,영업,,,,,편의점,"경기도 화성시 수노을1로 236, 상가비동 지하1층 B101호,B102호 (새솔동, 송산그린시티 반도유보라 아이비파크)",경기도 화성시 새솔동 22 송산그린시티 반도유보라 아이비파크 ,18238,37.2785750847,126.8231433723
화성시,세븐일레븐 팔탄기천점,20181226,영업,,,,,편의점,"경기도 화성시 팔탄면 건달산로 219-3, 1층 일부",경기도 화성시 팔탄면 기천리 47-8 ,18526,37.1915472400,126.9093370044
화성시,씨유 병점중앙로점,2023-03-17,영업,,,,,편의점,"경기도 화성시 병점중앙로 192-15, 1층 일부호 (진안동)",경기도 화성시 진안동 416-13 1층 일부호 ,18392,37.2152739669,127.0375028260
화성시,세븐일레븐화성봉담제일점,2016-09-01,영업,,,,,편의점,경기도 화성시 봉담읍 동화길 93-12 (파크프라자 106호 일부),경기도 화성시 봉담읍 동화리 600-3 파크프라자 106호 일부 ,18302,37.2167927015,126.9597466097
화성시,세븐일레븐 사강중앙점,2011-01-28,영업,,,,,편의점,경기도 화성시 송산면 사강시장길 52,경기도 화성시 송산면 사강리 662-5 ,18550,37.2134399770,126.7356030849
화성시,세븐일레븐 동탄여울시티점,2023-04-06,영업,,,,,편의점,"경기도 화성시 동탄기흥로 447-28, 1층 111호 (오산동)",경기도 화성시 오산동 976-3 111호,18479,37.2011996711,127.0904612169
화성시,지에스25 송산수노을점,20181227,영업,,,,,편의점,"경기도 화성시 수노을1로 147, 상가동 1층 107호 (새솔동, 송산그린시티요진와이시티)",경기도 화성시 새솔동 16 송산그린시티요진와이시티 ,18237,37.2875467390,126.8205021413
화성시,이마트24 R동탄디루체점,20221213,영업,,,,,편의점,"경기도 화성시 동탄신리천로2길 65, 동탄2 디루체 근린생활시설 1층 107호의 일부호 (신동)",경기도 화성시 신동 산 185-1 동탄2 디루체 근린생활시설 1층 107호 일부호,18495,37.1753639754,127.1283378869
화성시,GS25 타임테라스,20220613,영업,,,,,편의점,"경기도 화성시 동탄중앙로 200, 3층 303호의 일부호 (반송동, 메타폴리스)",경기도 화성시 반송동 98 메타폴리스 3층 303호의 일부 ,18445,37.2024090096,127.0680297000
화성시,세븐일레븐 화성수촌로드점,20220607,영업,,,,,편의점,"경기도 화성시 장안면 수촌큰말길 1, 1동 1층 일부",경기도 화성시 장안면 수촌리 714-1 ,18581,37.1030101538,126.8522133753
화성시,이마트24 화성서해로점,20190729,영업,,,,,편의점,"경기도 화성시 양감면 서해로 133, 1층 일부",경기도 화성시 양감면 요당리 602-1 ,18635,37.0774016063,126.9129349412
화성시,씨유 화성마도경인점,20220907,영업,,,,,편의점,"경기도 화성시 마도면 청원산단로 129, 1동 1층 103,104,105,106호",경기도 화성시 마도면 청원리 1355 ,18541,37.1719179942,126.7736775514
화성시,이마트24 R화성진우점,20220816,영업,,,,,편의점,"경기도 화성시 팔탄면 삼천병마로 586, 상가B동 102호일부",경기도 화성시 팔탄면 가재리 692-1 상가B동 ,18533,37.1608915728,126.9316728282
화성시,지에스25 정남승리점,20220817,영업,,,,,편의점,"경기도 화성시 정남면 정남동로 156, 1층 일부호(101호일부호)",경기도 화성시 정남면 음양리 330-4 1층 일부호(101호일부호) ,18514,37.1403802762,127.0226686199
화성시,이마트24 마도바이오점,20200416,영업,,,,,편의점,"경기도 화성시 마도면 청원산단6길 52, 청원빌딩 1층 101호 일부",경기도 화성시 마도면 청원리 1331 ,18543,37.1718907170,126.7648692590
화성시,씨유화성천천IC점,20170726,영업,,,,,편의점,경기도 화성시 매송면 매송고색로 391 (1동 1층 일부),경기도 화성시 매송면 천천리 108-6 1동 1층 일부 ,18290,37.2439442983,126.9483455434
화성시,GS25동탄상록점,20220405,영업,,,,,편의점,"경기도 화성시 동탄대로22길 9, 상가동 1층 106호의 일부호 (영천동, 동탄역 센트럴 상록아파트)",경기도 화성시 영천동 662 동탄역 센트럴 상록아파트 ,,,
화성시,고래타워R안녕2호점,20220620,영업,,,,,편의점,"경기도 화성시 장조4로 34, 근린생활시설동 1층 1,2호 (안녕동, 화성태안엘에이치2단지아파트)",경기도 화성시 안녕동 247 화성태안엘에이치2단지아파트 근린생활시설동 1.2호,18352,,
화성시,세븐일레븐 동탄금곡로점,20221111,영업,,,,,편의점,"경기도 화성시 금곡로 233, 1층 일부(102)호 (금곡동)",경기도 화성시 금곡동 201-3 1층 일부 (102)호,18511,37.1811444854,127.0779406905
화성시,세븐일레븐 화성봉담대로점,20220704,영업,,,,,편의점,"경기도 화성시 봉담읍 삼천병마로 894-4, 1동 1층 일부",경기도 화성시 봉담읍 세곡리 17 ,18335,37.1874898646,126.9387855584
화성시,(주)코리아세븐 화성새솔점,20220706,영업,,,,,편의점,"경기도 화성시 수노을1로 191, 상가2동 B105,B106호 (새솔동, 송산그린시티 이지더원 레이크뷰 아파트)",경기도 화성시 새솔동 18 송산그린시티 이지더원 레이크뷰 아파트 ,18237,37.2853484906,126.8222704724
화성시,세븐일레븐 동탄반도점,20220506,영업,,,,,편의점,"경기도 화성시 동탄순환대로12길 85, 3654동 지1층 B125호의 일부호 (산척동, 그린힐 반도유보라 아이비파크 10)",경기도 화성시 산척동 744 그린힐 반도유보라 아이비파크 10 ,18503,37.1679485053,127.1293428855
화성시,지에스25 동탄북광장점,20220713,영업,,,,,편의점,"경기도 화성시 동탄중심상가2길 26-15, 지성프라자 1층 103호의 일부호 (반송동)",경기도 화성시 반송동 87-4 지성프라자 1층 103호의 일부 ,18453,37.2066050305,127.0742490637
화성시,이마트24 동탄역스포츠파크점,20220624,영업,,,,,편의점,"경기도 화성시 동탄대로 446, 동탄역 그란비아스타 1층 1077호 (청계동)",경기도 화성시 청계동 564 동탄역 그란비아스타 1층 1077호,18482,37.1933813577,127.1001033587
화성시,씨유(CU) 동탄에이스타운점,20220518,영업,,,,,편의점,"경기도 화성시 동탄문화센터로 65, 에이스타운 1층 134호의 일부호 (반송동)",경기도 화성시 반송동 107-3 에이스타운 1층 134호의 일부 ,18455,37.1999827635,127.0725959886
화성시,지에스25화산한승점,20191011,영업,,,,,편의점,"경기도 화성시 화산중앙로 36, 솔뫼마을 한승미메이드 상가동 1층 108호 (송산동)",경기도 화성시 송산동 222 솔뫼마을 한승미메이드 상가동 1층108호,18359,37.2074435575,127.0134450246
화성시,씨유향남상신로드점,20190710,영업,,,,,편의점,"경기도 화성시 향남읍 장안로 851, 1동 1층 일부",경기도 화성시 향남읍 상신리 1150-17 ,18614,37.0920688124,126.8917010788
화성시,지에스25 동탄한화점,20220719,영업,,,,,편의점,"경기도 화성시 동탄대로시범길 20, 지1층 118호의 일부호 (청계동, 동탄역 시범한화 꿈에그린 프레스티지)",경기도 화성시 청계동 520 동탄역 시범한화 꿈에그린 프레스티지 ,18477,37.1983115489,127.1053283515
화성시,CU동탄반송원룸점,20200131,영업,,,,,편의점,"경기도 화성시 노작로2길 10, 1층 일부호 (반송동)",경기도 화성시 반송동 125-14 1층 일부호,18459,37.1957738737,127.0803494603
화성시,씨유동탄타임스퀘어점,2019-08-23,영업,,,,,편의점,"경기도 화성시 동탄대로 683, SH SQUARE Ⅱ 1층 130호 (영천동)",경기도 화성시 영천동 99-6 SH SQUARE Ⅱ 1층 130호,18468,37.2145210420,127.1006116951
화성시,씨유화성그린점,20120409,영업,,,,,편의점,경기도 화성시 팔탄면 3.1만세로 662,경기도 화성시 팔탄면 해창리 166-5 ,18582,37.1079484776,126.8720584019
화성시,미니스톱 화성안석점,20080826,영업,,,,,편의점,경기도 화성시 남양읍 남양로 406 (안석동),경기도 화성시 남양읍 안석리 351-1 ,18278,37.1768934312,126.8160422502
화성시,지에스25 남양서희2단지점,20221202,영업,,,,,편의점,"경기도 화성시 남양읍 화성시청역로 7, 213동 1층 101,102호 일부호 (화성시청역 센트럴파크스타힐스 2단지)",경기도 화성시 남양읍 신남리 산 67-15 화성시청역 센트럴파크스타힐스 2단지 ,18269,37.1954854545,126.8185111975
화성시,씨유화성부처내점,20210429,영업,,,,,편의점,"경기도 화성시 양감면 초록로 884, 1층 일부호",경기도 화성시 양감면 송산리 11-5 1층 일부호 ,18628,37.1222705369,126.9943248756
화성시,이마트24 (병점진안점),20161124,영업,,,,,편의점,"경기도 화성시 병점동로 126, 1층 일부호 (진안동)",경기도 화성시 진안동 863-1 1층일부호,18399,37.2148906807,127.0386096919
화성시,씨유 동탄M메티컬점,20210708,영업,,,,,편의점,"경기도 화성시 동탄신리천로 408, M메디컬프라자 1층 109호 일부호 (목동)",경기도 화성시 목동 255-1 M메디컬프라자 109호 일부호,18490,37.1821272190,127.1234717072
화성시,이마트24남양화성로,20210422,영업,,,,,편의점,"경기도 화성시 남양읍 화성로 1105, 1동 1층 일부호",경기도 화성시 남양읍 남양리 202-1 1동 1층 일부호 ,18254,37.2080096024,126.8067346221
화성시,세븐일레븐화성남양로점,20210429,영업,,,,,편의점,"경기도 화성시 남양읍 남양로 380, 1층 일부호",경기도 화성시 남양읍 안석리 380-11 1층 일부호 ,18278,37.1746496827,126.8146093467
화성시,이마트24화성만년로점,20210611,영업,,,,,편의점,"경기도 화성시 향남읍 만년로 173, 2동 1층 일부호",경기도 화성시 향남읍 증거리 197-1 2동 1층 일부호 ,18625,37.1390338542,126.9770202375
화성시,GS25전곡산단점,20210617,영업,,,,,편의점,"경기도 화성시 서신면 전곡산단8나길 13, 1동 1층 일부(104)호",경기도 화성시 서신면 전곡리 1113-9 ,18554,37.1853892572,126.6752067078
화성시,GS25시진안제일점,20190618,영업,,,,,편의점,"경기도 화성시 병점중앙로156번길 3, 1층 (진안동)",경기도 화성시 진안동 878-17 1층 ,18404,37.2119785610,127.0384583712
화성시,세븐일레븐 화성기안중앙점,20221005,영업,,,,,편의점,"경기도 화성시 효행로 237, 1층 일부호 (기안동)",경기도 화성시 기안동 335-8 1층 일부호 ,18337,37.2265476022,126.9721330041
화성시,이마트24 화성우림점,20221007,영업,,,,,편의점,"경기도 화성시 남양읍 남양성지로 8-6, 우림그린빌리지 상가A동 1층 101호 일부호",경기도 화성시 남양읍 남양리 415-2 우림그린빌리지 ,18259,37.2049758923,126.8043395219
화성시,GS25 동탄남광장점,20170831,영업,,,,,편의점,"경기도 화성시 동탄문화센터로 71-17, 1층 103일부호 (반송동, 연세프라자)",경기도 화성시 반송동 107-4 103일부호,18455,37.2002537082,127.0727409516
화성시,이마트24 동탄한신점,20210609,영업,,,,,편의점,"경기도 화성시 동탄순환대로20길 70, 상가1동 108호의 일부호 (목동, 한신더휴)",경기도 화성시 목동 188-1 한신더휴 ,18484,37.1876441245,127.1264074500
화성시,세븐일레븐 화성송산리점,20210817,영업,,,,,편의점,"경기도 화성시 양감면 송말길 3, 1층 일부",경기도 화성시 양감면 송산리 748 1층 일부 ,18629,37.1031043509,126.9854603055
화성시,세븐일레븐 안녕공단점,20120131,영업,,,,,편의점,"경기도 화성시 안녕남로 140 (안녕동, 146-89)",경기도 화성시 안녕동 146-89 ,18365,37.1956334230,126.9979036592
화성시,세븐일레븐 화성매송원평점,2023-01-26,영업,,,,,편의점,"경기도 화성시 매송면 화성로2397번길 16, 에이동동 103 일부호 (장미빌라)",경기도 화성시 매송면 원평리 77-3 장미빌라 ,18289,37.2501219726,126.9281054184
화성시,이마트24화성마도쌍송점,2023-05-25,영업,,,,,편의점,"경기도 화성시 마도면 마도로 794, 1층 일부호",경기도 화성시 마도면 쌍송리 90 1층일부호,18541,37.1921324499,126.7893931790
화성시,세븐일레븐 화성비봉점,2012-08-29,영업,,,,,편의점,"경기도 화성시 비봉면 현대기아로 845, C동",경기도 화성시 비봉면 양노리 701-15 C동 ,18284,37.2228319533,126.8585391920
화성시,씨유 향남행복점,2023-08-22,영업,,,,,편의점,"경기도 화성시 향남읍 향남로39번길 22, 상가동 1층 103호 (화성향남 언덕마을 15단지)",경기도 화성시 향남읍 상신리 1258 화성향남 언덕마을 15단지 ,18621,37.1027953895,126.9058741034
화성시,지에스25 실리콘앨리점,2023-07-25,영업,,,,,편의점,"경기도 화성시 동탄영천로 150, 현대 실리콘앨리 동탄 S동 1층 139호 (영천동)",경기도 화성시 영천동 844-1 ,18462,37.2160568938,127.1016405192
화성시,씨유 동탄지오점,2023-08-21,영업,,,,,편의점,"경기도 화성시 동탄순환대로 3, 지오프라자 제1동 1층 104,105호 일부호 (송동)",경기도 화성시 송동 717-1 ,18497,37.1651278013,127.0938096533
화성시,세븐일레븐 화성우방점,20230109,영업,,,,,편의점,경기도 화성시 봉담읍 기배로 9-5,경기도 화성시 봉담읍 와우리 130 ,18338,37.2209240326,126.9764553826
화성시,CU동탄스위트점,20210208,영업,,,,,편의점,"경기도 화성시 동탄대로14길 5-33, 1층 일부호 (오산동)",경기도 화성시 오산동 1032-1 1층 일부호,18486,37.1851981940,127.1032672693
화성시,씨유 봉담메디컬프라자점,2023-09-07,영업,,,,,편의점,"경기도 화성시 봉담읍 상리2길 51, 1층 107호",경기도 화성시 봉담읍 상리 690-3 1층107호,18309,37.2245586361,126.9471341278
화성시,씨유뉴화성장덕점,2023-08-17,영업,,,,,편의점,"경기도 화성시 남양읍 매바위로 586, 1층",경기도 화성시 남양읍 장덕리 795-29 1층 ,18281,37.1568534940,126.8018188163
화성시,GS25 송산사강점,2023-04-18,영업,,,,,편의점,"경기도 화성시 송산면 송산로 129, 1층일부 1동",경기도 화성시 송산면 사강리 265-17 ,18551,37.2200026198,126.7245924712
화성시,세븐일레븐 동탄산단점,2015-08-12,영업,,,,,편의점,"경기도 화성시 동탄기흥로 125, 103호",경기도 화성시 방교동 833-6 ,18487,37.1716316545,127.0899337268
화성시,GS25 동탄빌리지,20220228,영업,,,,,편의점,"경기도 화성시 동탄대로21가길 12, 1층 일부호 (영천동)",경기도 화성시 영천동 657-3 1층 일부호,18471,37.2064713893,127.0979156434
화성시,세븐일레븐 수원과학대정문점,2021-06-02,영업,,,,,편의점,"경기도 화성시 정남면 세자로 293-6, 1층",경기도 화성시 정남면 보통리 87 1층 ,18516,37.1932016685,126.9795763900
화성시,지에스25봉담와우점,2023-10-23,영업,,,,,편의점,"경기도 화성시 봉담읍 와우안길 86-1, 1층 일부호",경기도 화성시 봉담읍 와우리 177-7 1층일부호,18321,37.2187872604,126.9743173464
화성시,GS25남양기아로,20200611,영업,,,,,편의점,"경기도 화성시 남양읍 현대기아로 701, 가동 1층 일부",경기도 화성시 남양읍 북양리 534-8 ,18255,37.2102942924,126.8553545318
화성시,미니스톱(화성현대점),20060804,영업,,,,,편의점,"경기도 화성시 영통로 59 (반월동,(현대프라자 113호))",경기도 화성시 반월동 869 (현대프라자 113호) ,18378,37.2351254448,127.0619018628
화성시,씨유 화성세자로점,20210730,영업,,,,,편의점,"경기도 화성시 세자로 492, 1층 일부호 (안녕동)",경기도 화성시 안녕동 186-91 1층일부호,18325,37.2066611512,126.9882065148
화성시,이마트24 동탄W프라자점,20221223,영업,,,,,편의점,"경기도 화성시 동탄순환대로 788, 1층 104호의 일부호 (영천동)",경기도 화성시 영천동 880-2 1층 104호의 일부 ,18467,37.2096840757,127.1016740226
화성시,이마트24 R(알)동탄엘크루점,20210915,영업,,,,,편의점,"경기도 화성시 동탄대로1길 92, 엔에이치엘프엘크루  상가동 1층 101호의 일부호 (장지동)",경기도 화성시 장지동 914 ,18498,37.1612544234,127.0945962453
화성시,이마트24 R동탄우미뉴브점,2023-07-10,영업,,,,,편의점,"경기도 화성시 동탄대로23길 121, 103호 일부 (영천동)",경기도 화성시 영천동 851 103호 일부 ,18468,37.2109570886,127.0969451529
화성시,씨유 동탄복합문화센터점,2023-07-13,영업,,,,,편의점,"경기도 화성시 노작로 134, 동탄복합문화센터점 3층 일부호 (반송동)",경기도 화성시 반송동 108 3층일부호,18459,37.2007035756,127.0750146691
화성시,이마트24 화성팔탄점,20221220,영업,,,,,편의점,"경기도 화성시 팔탄면 서촌길21번길 4, 1층 일부",경기도 화성시 팔탄면 구장리 554-2 ,18527,37.1617085424,126.9034873995
화성시,지에스25 신동타운점,2023-09-14,영업,,,,,편의점,"경기도 화성시 동탄신리천로5길 90, 근린생활시설동 1층 5,6호의 일부호 (신동, 동탄2 LH 38단지)",경기도 화성시 신동 116 동탄2 LH 38단지 ,18492,37.1880999351,127.1426743618
화성시,씨유 남양제일점,2020-11-19,영업,,,,,편의점,"경기도 화성시 남양읍 화성로1081번길 11, 1층 편의점 내",경기도 화성시 남양읍 남양리 221 ,18254,37.2072657717,126.8043973883
화성시,세븐일레븐 화성팔탄덕우점,20130220,영업,,,,,편의점,"경기도 화성시 팔탄면 온천로 153, 1층",경기도 화성시 팔탄면 덕우리 96 1층 ,18577,37.1377166307,126.8626024863
화성시,세븐일레븐 고온항점,20221215,영업,,,,,편의점,"경기도 화성시 우정읍 매향선창길 60, 1층 일부",경기도 화성시 우정읍 매향리 945-5 ,18570,37.0363127052,126.7480191739
화성시,이마트24 동탄산척에듀점,2023-03-06,영업,,,,,편의점,"경기도 화성시 동탄대로10나길 7, Hot-PLACE 1층 103호 일부호 (산척동)",경기도 화성시 산척동 706-1 ,18496,37.1750889222,127.1128163507
화성시,씨유봉담동화점,2021-09-15,영업,,,,,편의점,"경기도 화성시 봉담읍 새말길 15-20, 행유재(행복이 머무는 집) 1층 101호 일부호",경기도 화성시 봉담읍 동화리 445-2 행유재(행복이 머무는 집) 1층 101호 일부호 ,18303,37.2207093875,126.9587831413
화성시,씨유화성가재리점,2023-05-16,영업,,,,,편의점,"경기도 화성시 팔탄면 삼천병마로 349, 1층 일부호",경기도 화성시 팔탄면 가재리 534-2 1층일부호,18533,37.1426596700,126.9175542365
화성시,GS25 발안주공점,2023-05-16,영업,,,,,편의점,"경기도 화성시 향남읍 발안서로 9, 발안마을 가 상가동 1층 101호일부",경기도 화성시 향남읍 발안리 295 발안마을주공아파트 ,18596,37.1299784343,126.9015862653
화성시,세븐일레븐 봉담푸른점,2023-05-15,영업,,,,,편의점,"경기도 화성시 봉담읍 장등1길 3-9, 1층일부",경기도 화성시 봉담읍 상리 627-6 ,18314,37.2224033144,126.9449969562
화성시,세븐일레븐 동탄으뜸점,2023-05-23,영업,,,,,편의점,"경기도 화성시 10용사3길 21, 주건축물제1동 1층 102호 (반송동)",경기도 화성시 반송동 154-1 주건축물제1동 1층 102호,18439,37.1932922020,127.0670450361
화성시,GS25 병점엘타워점,2023-10-20,영업,,,,,편의점,"경기도 화성시 병점노을4로 29, 엘타워 1동 1층 106호 일부호 (병점동)",경기도 화성시 병점동 887-7 ,18371,37.2058681442,127.0318466792
화성시,세븐일레븐 화성봉담메트로점,2023-04-10,영업,,,,,편의점,"경기도 화성시 봉담읍 상리중심상가길 30, 봉담메트로 1동 1층 104호일부호",경기도 화성시 봉담읍 상리 686-4 ,18309,37.2265862353,126.9450902990
화성시,세븐일레븐 동탄푸르지오시티점,2023-10-19,영업,,,,,편의점,"경기도 화성시 동탄원천로 360, 동탄 푸르지오 시티 117호 일부호 (능동)",경기도 화성시 능동 1065-3 동탄 푸르지오 시티 117호 일부 ,18423,37.2184418815,127.0574222519
화성시,지에스25남양아이리스점,2018-08-20,영업,,,,,편의점,"경기도 화성시 남양읍 남양성지로 147, 1층 일부",경기도 화성시 남양읍 남양리 1268 ,18261,37.2098388059,126.8190583218
화성시,씨유 화성대로점,20220913,영업,,,,,편의점,"경기도 화성시 효행로 1051, 메인프라자 1층 106호 (진안동)",경기도 화성시 진안동 914-1 메인프라자 106호,18398,37.2146333014,127.0419699093
화성시,이마트24 장외산업단지점,20220916,영업,,,,,편의점,"경기도 화성시 서신면 제부로654번길 60, 1층 일부",경기도 화성시 서신면 장외리 445-102 ,18553,37.1697901990,126.6875298805
화성시,이마트24 동탄코너원점,20220510,영업,,,,,편의점,"경기도 화성시 동탄영천로 131, 동탄 코너원 스마트타워 1층 108호 (영천동)",경기도 화성시 영천동 98-4 동탄 코너원 스마트타워 1층 108호,18467,37.2140207791,127.1019555301
화성시,지에스25 남동탄타운점,20220516,영업,,,,,편의점,"경기도 화성시 동탄순환대로14길 50-20, 1층 일부호 (산척동)",경기도 화성시 산척동 산 114-1 1층 일부호,18502,37.1699340937,127.1215722720
화성시,씨유 향남행정중앙로점,20220517,영업,,,,,편의점,"경기도 화성시 향남읍 행정중앙2로 67, 1층 120호",경기도 화성시 향남읍 행정리 486-4 ,18600,37.1299387790,126.9226728140
화성시,세븐일레븐 화성조암동로점,20220517,영업,,,,,편의점,"경기도 화성시 장안면 조암동로 10, 1동 1층 일부",경기도 화성시 장안면 어은리 812-5 ,18584,37.0853958119,126.8230309940
화성시,세븐일레븐 화성우정카페점,20221101,영업,,,,,편의점,"경기도 화성시 우정읍 남양만로 896, 1층 일부",경기도 화성시 우정읍 화산리 667 1층 일부 ,18569,37.0619172835,126.7927016888
화성시,지에스25병점에이스점,20220629,영업,,,,,편의점,"경기도 화성시 병점노을1로 14, 근린생활시설동 1층 108호 (병점동, 화성병점 행복주택)",경기도 화성시 병점동 901 화성병점 행복주택 근린샌활시설동 1층 108호 ,18372,37.2021913527,127.0320834957
